nombre,nif,tipo,n_concesiones,importe_total_eur,ultima_concesion,territorio,ultima_convocatoria,temas
"MANÁ AYUDA AL DESARROLLO","G45380631","Asociación/Fundación","1","2611","2026-03-27","UNIVERSIDAD DE CASTILLA-LA MANCHA","XII Convocatoria de ayudas para proyectos de cooperación al ","cooperación al desarrollo"
"ASOCIACIÓN POR EL DESARROLLO SOSTENIBLE Y SOCIAL DE ALBACETE","G02577401","Asociación/Fundación","1","2611","2026-03-27","UNIVERSIDAD DE CASTILLA-LA MANCHA","XII Convocatoria de ayudas para proyectos de cooperación al ","cooperación al desarrollo"
"FUNDACIÓN MOZAMBIQUE SUR","G84211168","Asociación/Fundación","1","2570","2026-03-27","UNIVERSIDAD DE CASTILLA-LA MANCHA","XII Convocatoria de ayudas para proyectos de cooperación al ","cooperación al desarrollo"
"ASOCIACIÓN PLATAFORMA CIUDADANA CAUDETE SE MUEVE","G02592145","Asociación/Fundación","1","2515","2026-03-27","UNIVERSIDAD DE CASTILLA-LA MANCHA","XII Convocatoria de ayudas para proyectos de cooperación al ","cooperación al desarrollo"
"ASOCIACIÓN ""A.S.A.I.S."" DE AYUDA A LA INTEGRACIÓN SOCIAL","G45441243","Asociación/Fundación","1","2447","2026-03-27","UNIVERSIDAD DE CASTILLA-LA MANCHA","XII Convocatoria de ayudas para proyectos de cooperación al ","cooperación al desarrollo"
"ASOCIACIÓN JUSTICIA Y PAZ ALBACETE","G02606945","Asociación/Fundación","1","2365","2026-03-27","UNIVERSIDAD DE CASTILLA-LA MANCHA","XII Convocatoria de ayudas para proyectos de cooperación al ","cooperación al desarrollo"
"FUNDACIÓN DIOCESANA DE ENSEÑANZA VIRGEN DE LOS LLANOS","G02539369","Asociación/Fundación","1","2146","2026-03-27","UNIVERSIDAD DE CASTILLA-LA MANCHA","XII Convocatoria de ayudas para proyectos de cooperación al ","cooperación al desarrollo"
"FUNDACIÓN CEPAIM ACCIÓN INTEGRAL CON MIGRANTES","G73600553","Asociación/Fundación","1","1982","2026-03-27","UNIVERSIDAD DE CASTILLA-LA MANCHA","XII Convocatoria de ayudas para proyectos de cooperación al ","cooperación al desarrollo"
"ASOCIACIÓN UNIVERSITARIOS POR ORIENTE MEDIO","G02624674","Asociación/Fundación","1","1200","2026-03-27","UNIVERSIDAD DE CASTILLA-LA MANCHA","XII Convocatoria de ayudas para proyectos de cooperación al ","cooperación al desarrollo"
"FUNDACIÓ PRIVADA GUNÉ","G63646947","Asociación/Fundación","2","100576","2026-03-18","CATALUÑA","Convocatoria de subvenciones a programas concertados de coop","cooperación al desarrollo"
"CENTRO MANDALA","G72414667","Asociación/Fundación","1","367","2026-03-16","DIPUTACIÓN PROV. DE TERUEL","Convocatoria subvenciones para la financiación de gastos cor","economía social"
"HUACAL ONG SOLIDARITAT EL SALVADOR","G60722246","Asociación/Fundación","2","9996","2026-03-12","CATALUÑA","Convocatoria de subvenciones a programas concertados de coop","cooperación al desarrollo"
"ASOC PROFESIONAL DE TRABAJADORES AUTONOM OS DE AND","G14441570","Asociación/Fundación","1","4800","2026-03-12","ANDALUCÍA","Resolución de 18 de diciembre de 2025 de la Dirección Genera","economía social"
"LLIGA DELS DRETS DELS POBLES","G58267097","Asociación/Fundación","2","14646","2026-03-04","CATALUÑA","Convocatoria de subvenciones a programas concertados de coop","cooperación al desarrollo"
"ASOCIACIÓN DE AYUDA HUMANITARIA AVE FENIX","G09950247","Asociación/Fundación","1","1867","2026-03-03","DIPUTACIÓN PROV. DE TERUEL","CONVOCATORIA SUBVENCIONES COOPERACIÓN AL DESARROLLO 2025","cooperación al desarrollo"
"ACCION SOLIDARIA ARAGONESA","G50138098","Asociación/Fundación","1","1833","2026-03-03","DIPUTACIÓN PROV. DE TERUEL","CONVOCATORIA SUBVENCIONES COOPERACIÓN AL DESARROLLO 2025","cooperación al desarrollo"
"VEDANTHANGAL SANGAM","G65523508","Asociación/Fundación","1","7000","2026-03-01","MARTORELL","CONVENIO COLABORACIÓN (EJERCICIO 2026) PMSAPM-ASOC. VEDANTHA","cooperación al desarrollo"
"ASOC VOLUNTARIO CRISTIANOS DE PRISIONES DE MELILLA","G29954716","Asociación/Fundación","1","25000","2026-02-26","CIUDAD AUTÓNOMA DE MELILLA","Convenio de colaboración entre la Ciudad Autónoma de Melilla","voluntariado"
"FUN.PRIV.PAU I SOLIDARITAT-CCOO CAT","G61538187","Asociación/Fundación","2","25569","2026-02-25","CATALUÑA","Convocatoria de subvenciones a programas concertados de coop","cooperación al desarrollo"
"ASSOC CULTURAL OPEN HOUSE PALMA","G16668725","Asociación/Fundación","1","3108","2026-02-18","ILLES BALEARS","Ayudas entidades voluntariado gastos seguros","voluntariado"
"FUNDACIÓN CONCIENCIATE","G10660835","Asociación/Fundación","1","50000","2026-02-05","ELCHE/ELX","Convenio de Colaboración del Ayuntamiento de Elche con la Fu","voluntariado"
"FUNDACIÓ PRIVADA ACSAR","G63823173","Asociación/Fundación","1","18488","2026-01-31","CATALUÑA","Convocatoria de subvenciones a programas concertados de coop","cooperación al desarrollo"
"FUNDACIÓ ULLS DEL MON","G62627450","Asociación/Fundación","1","10000","2026-01-31","CATALUÑA","Convocatoria de subvenciones a programas concertados de coop","cooperación al desarrollo"
"CÁRITAS FEDERADAS PROV ECLESIÁSTICA STGO COMPOSTELA GALICIA","R1500444C","Entidad religiosa/social","1","96355","2025-12-31","GALICIA","Orde pola que se establecen  bases reguladoras y se convoca ","voluntariado"
"FEDERACIÓN SCOUTS DE GALICIA","R1500317A","Entidad religiosa/social","1","70005","2025-12-31","GALICIA","Orde pola que se establecen  bases reguladoras y se convoca ","voluntariado"
"CÁRITAS DIOCESANA DE LUGO","R2701016D","Entidad religiosa/social","1","37116","2025-12-31","GALICIA","Orde pola que se establecen  bases reguladoras y se convoca ","voluntariado"
"COLEGIO NTRA SRA DE FÁTIMA EN CRECIENTE ESCLAVAS DE LA VIRGEN DOLOROSA","R3600113I","Entidad religiosa/social","1","8501","2025-12-31","GALICIA","Orde pola que se establecen  bases reguladoras y se convoca ","voluntariado"
"CASA SANTA MARÍA DE LA ESPERANZA ESCLAVAS VIRGEN DOLOROSA","R3600131A","Entidad religiosa/social","1","7795","2025-12-31","GALICIA","Orde pola que se establecen  bases reguladoras y se convoca ","voluntariado"
"FUNDACIÓN PROCLADE","G81364457","Asociación/Fundación","3","169610","2025-12-30","LOGROÑO","Acuerdo de Junta de Gobierno Local de 30 de diciembre de 202","cooperación al desarrollo"
"AMIGOS DE LA TIERRA DE LA RIOJA","G26213413","Asociación/Fundación","2","177039","2025-12-30","LOGROÑO","Acuerdo de Junta de Gobierno Local de 30 de diciembre de 202","cooperación al desarrollo"
"COOPERACCIÓ","G60401312","Asociación/Fundación","2","22305","2025-12-30","CATALUÑA","Convocatoria de subvenciones a proyectos de cooperación al d","cooperación al desarrollo"
"FUNDACION EL PAJARO AZUL","G74255365","Asociación/Fundación","1","54080","2025-12-29","OVIEDO","CONVOCATORIA DE SUBVENCIONES A ORGANIZACIONES NO GUBERNAMENT","cooperación al desarrollo"
"FARMACEUTICOS MUNDI","G46973715","Asociación/Fundación","2","91200","2025-12-26","OVIEDO","CONVOCATORIA DE SUBVENCIONES A ORGANIZACIONES NO GUBERNAMENT","cooperación al desarrollo"
"MEDICUS MUNDI ASTURIAS","G33341744","Asociación/Fundación","2","74180","2025-12-26","OVIEDO","CONVOCATORIA DE SUBVENCIONES A ORGANIZACIONES NO GUBERNAMENT","cooperación al desarrollo"
"GLOBAL HUMANITARIA","G62056585","Asociación/Fundación","1","49999","2025-12-26","OVIEDO","CONVOCATORIA DE SUBVENCIONES A ORGANIZACIONES NO GUBERNAMENT","cooperación al desarrollo"
"LOS AMIGOS DE THIONCK ESSYL DE ASTURIAS","G33952466","Asociación/Fundación","1","41840","2025-12-26","OVIEDO","CONVOCATORIA DE SUBVENCIONES A ORGANIZACIONES NO GUBERNAMENT","cooperación al desarrollo"
"CARITAS DIOCESANA DE OVIEDO","R3300003E","Entidad religiosa/social","1","37433","2025-12-26","OVIEDO","CONVOCATORIA DE SUBVENCIONES A ORGANIZACIONES NO GUBERNAMENT","cooperación al desarrollo"
"INFANCIA SIN FRONTERAS","G82133331","Asociación/Fundación","1","22160","2025-12-26","OVIEDO","CONVOCATORIA DE SUBVENCIONES A ORGANIZACIONES NO GUBERNAMENT","cooperación al desarrollo"
"FUNDACION PARA EL DESARROLLO DE LA ENFERMERIA (FUDEN)","G79069746","Asociación/Fundación","1","18047","2025-12-26","OVIEDO","CONVOCATORIA DE SUBVENCIONES A ORGANIZACIONES NO GUBERNAMENT","cooperación al desarrollo"
"SOLDEPAZ PACHAKUTI","G33875840","Asociación/Fundación","1","17982","2025-12-26","OVIEDO","CONVOCATORIA DE SUBVENCIONES A ORGANIZACIONES NO GUBERNAMENT","cooperación al desarrollo"
"EGOAIZIA ASC. COOP. AL DESARROLLO","G20696472","Asociación/Fundación","2","20000","2025-12-23","EIBAR","CONVOCATORIA DE SUBVENCIONES EN RÉGIMEN DE CONCURRENCIA COMP","cooperación al desarrollo"
"FUNDACION DILAYA","G87074662","Asociación/Fundación","1","49944","2025-12-23","VALLADOLID","CONVOCATORIA PÚBLICA DE SUBVENCIONES A ORGANIZACIONES NO GUB","cooperación al desarrollo"
"ENRAIZA DERECHOS","G78223872","Asociación/Fundación","1","49884","2025-12-23","VALLADOLID","CONVOCATORIA PÚBLICA DE SUBVENCIONES A ORGANIZACIONES NO GUB","cooperación al desarrollo"
"FUNDACION ACCION MARIANISTA PARA EL DESARROLLO","G85715449","Asociación/Fundación","1","46140","2025-12-23","VALLADOLID","CONVOCATORIA PÚBLICA DE SUBVENCIONES A ORGANIZACIONES NO GUB","cooperación al desarrollo"
"CARITAS DIOCESANA VALLADOLID","R4700126H","Entidad religiosa/social","1","38450","2025-12-23","VALLADOLID","CONVOCATORIA PÚBLICA DE SUBVENCIONES A ORGANIZACIONES NO GUB","cooperación al desarrollo"
"ASOCIACION PROYDE","G78885639","Asociación/Fundación","1","26407","2025-12-23","BURGOS","Convocatoria Municipal de Subvenciones para la financiación ","cooperación al desarrollo"
"PETITS DETALLS","G66065715","Asociación/Fundación","1","5466","2025-12-23","MATADEPERA","CONVOCATORIA CANÒNICA CONCESIÓN AYUDAS PROYECTOS DE COOPERAC","cooperación al desarrollo"
"FUNDACIO TORRE DEL PALAU","G58009408","Asociación/Fundación","1","5455","2025-12-23","MATADEPERA","CONVOCATORIA CANÒNICA CONCESIÓN AYUDAS PROYECTOS DE COOPERAC","cooperación al desarrollo"
"OBERTS AL MON","G64949431","Asociación/Fundación","1","4900","2025-12-23","MATADEPERA","CONVOCATORIA CANÒNICA CONCESIÓN AYUDAS PROYECTOS DE COOPERAC","cooperación al desarrollo"
"FUND PROYDE-PROEGA-P.Y D CON EL TERCER M","G20722336","Asociación/Fundación","1","4561","2025-12-23","EIBAR","CONVOCATORIA DE SUBVENCIONES EN RÉGIMEN DE CONCURRENCIA COMP","cooperación al desarrollo"
"ASOC SALVAMENTO MARITIMO HUMANITARIO","G75144584","Asociación/Fundación","1","4500","2025-12-23","ASTIGARRAGA","Subvenciones del Programa de Cooperación al Desarrollo","cooperación al desarrollo"
"FUNDACION JUAN BONAL","G82709148","Asociación/Fundación","1","4250","2025-12-23","ASTIGARRAGA","Subvenciones del Programa de Cooperación al Desarrollo","cooperación al desarrollo"
"GARABIDE KULTUR ELKARTEA","G20890315","Asociación/Fundación","1","3981","2025-12-23","ASTIGARRAGA","Subvenciones del Programa de Cooperación al Desarrollo","cooperación al desarrollo"
"FEDERACION DE ASOCIACIONES VASCAS AMIGAS CON EL SAHARA","G72749872","Asociación/Fundación","1","3500","2025-12-23","ASTIGARRAGA","Subvenciones del Programa de Cooperación al Desarrollo","cooperación al desarrollo"
"MOVIMIENTO POR LA PAZ","G28838001","Asociación/Fundación","3","147146","2025-12-22","SANTANDER","Convocatoria de subvenciones a Organizaciones no Gubernament","cooperación al desarrollo"
"HAREN ALDE (EN FAVOR DE LOS DEMAS)","G31422793","Asociación/Fundación","2","76825","2025-12-22","GUADALAJARA","CONVOCATORIA PUBLICA DE SUBVENCIONES PARA PROYECTOS DE COOPE","cooperación al desarrollo"
"FUNDACION TALLER DE SOLIDARIDAD","G83105783","Asociación/Fundación","2","21000","2025-12-22","LUGO","Convocatoria de subvenciones a ONGD para la ejecución de pro","cooperación al desarrollo"
"SOLIDARIDAD DEL HENARES - PROYECTO HOMBRE -","G19130855","Asociación/Fundación","1","33800","2025-12-22","GUADALAJARA","CONVOCATORIA PUBLICA DE SUBVENCIONES PARA PROYECTOS DE COOPE","cooperación al desarrollo"
"BRIGADAS INTERNACIONALES DE PAZ (PBI)","G78586104","Asociación/Fundación","1","20072","2025-12-22","SANTANDER","Convocatoria de subvenciones a Organizaciones no Gubernament","cooperación al desarrollo"
"FUNDACIÓN VICENTE FERRER","G09326745","Asociación/Fundación","1","20000","2025-12-22","SANTANDER","Convocatoria de subvenciones a Organizaciones no Gubernament","cooperación al desarrollo"
"ASOC ADE: AYUDAR A DESPEGAR DE CANTABRIA","G39740998","Asociación/Fundación","1","19976","2025-12-22","SANTANDER","Convocatoria de subvenciones a Organizaciones no Gubernament","cooperación al desarrollo"
"SOLIDARIDAD PARA EL DESARROLLO Y LA PAZ","G78424587","Asociación/Fundación","1","16267","2025-12-22","SANTANDER","Convocatoria de subvenciones a Organizaciones no Gubernament","cooperación al desarrollo"
"ASOC PANKARA ECOGLOBAL","G12891909","Asociación/Fundación","1","40000","2025-12-18","CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA","Acuerdo de la JGL por la que se convocan subvenciones destin","cooperación al desarrollo"
"FUNDACIÓN EL ALTO","G12710604","Asociación/Fundación","1","40000","2025-12-18","CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA","Acuerdo de la JGL por la que se convocan subvenciones destin","cooperación al desarrollo"
"SOLIDARIDAD INTERNACIONAL ASOC DEL PAIS VALENCIANO PARA LA COOPERACION","G03781580","Asociación/Fundación","1","40000","2025-12-18","CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA","Acuerdo de la JGL por la que se convocan subvenciones destin","cooperación al desarrollo"
"ASOC SOLIDARIDAD PERIFERIAS DEL MUNDO","G98267974","Asociación/Fundación","1","38470","2025-12-18","CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA","Acuerdo de la JGL por la que se convocan subvenciones destin","cooperación al desarrollo"
"FUNDACION PAU I SOLIDARITAT","G96652680","Asociación/Fundación","1","30991","2025-12-18","CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA","Acuerdo de la JGL por la que se convocan subvenciones destin","cooperación al desarrollo"
"AIDA AYUDA INTERCAMBIO Y DESARROLLO","G82484882","Asociación/Fundación","1","10620","2025-12-18","CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA","Acuerdo de la JGL por la que se convocan subvenciones destin","cooperación al desarrollo"
"ASSOC.CAT.D'ENGINYERIA SENSE FRONT.","G60910528","Asociación/Fundación","2","58738","2025-12-17","CATALUÑA","Resolución EMT/   /2025, de de , por la que se abre la convo","cooperación al desarrollo"
"FUNDACIO PRIVADA RESILIS","G17925215","Asociación/Fundación","1","27141","2025-12-17","CATALUÑA","Resolución EMT/   /2025, de de , por la que se abre la convo","cooperación al desarrollo"
"CENTRE REC.COORDINACIÓ D'ONG CENTRE REC.COORDINACIÓ D'ONG","G17168964","Asociación/Fundación","1","27141","2025-12-17","CATALUÑA","Resolución EMT/   /2025, de de , por la que se abre la convo","cooperación al desarrollo"
"SERVEI CIVIL INTERNAC.-CATALUNYA","G08849549","Asociación/Fundación","1","27141","2025-12-17","CATALUÑA","Resolución EMT/   /2025, de de , por la que se abre la convo","cooperación al desarrollo"
"ASSOCIACIO CATALANA PER LA PAU","G59437756","Asociación/Fundación","1","27141","2025-12-17","CATALUÑA","Resolución EMT/   /2025, de de , por la que se abre la convo","cooperación al desarrollo"
"FUNDACIÓ PRIVADA UTOPIA","G17933730","Asociación/Fundación","1","27141","2025-12-17","CATALUÑA","Resolución EMT/   /2025, de de , por la que se abre la convo","cooperación al desarrollo"
"FUNDACIO GENTIS","G17679267","Asociación/Fundación","1","27141","2025-12-17","CATALUÑA","Resolución EMT/   /2025, de de , por la que se abre la convo","cooperación al desarrollo"
"ISCOD (INSTITUTO SINDICAL)","G79436481","Asociación/Fundación","2","159501","2025-12-16","LA RIOJA","AYUDAS A PROYECTOS DE COOPERACIÓN AL DESARROLLO - AÑO 2025","cooperación al desarrollo"
"MEDICUS MUNDI RIOJA","G26144022","Asociación/Fundación","1","79989","2025-12-16","LA RIOJA","AYUDAS A PROYECTOS DE COOPERACIÓN AL DESARROLLO - AÑO 2025","cooperación al desarrollo"
"FUND ALIANZA POR DEREC IGUALDAD Y SOLID","G78426558","Asociación/Fundación","1","58221","2025-12-16","LA RIOJA","AYUDAS A PROYECTOS DE COOPERACIÓN AL DESARROLLO - AÑO 2025","cooperación al desarrollo"
"ASOC HOSPITALEROS SIN FRONTERAS","G27483007","Asociación/Fundación","1","7000","2025-12-16","NAVARRETE","CONVENIO ENTRE EL AYUNTAMIENTO DE NAVARRETE Y LA ASOCIACIÓN ","cooperación al desarrollo"
"ASSOCIACIO DESENVOLUPAMENT CULTURAL AMBIENTAL HUMA - CEHDA","G64680986","Asociación/Fundación","1","13306","2025-12-15","LLEIDA","SUBVENCIONES DE LA LÍNEA 13.1- “CONVOCATORIA De ACCIONES PAR","cooperación al desarrollo"
"ASSOCIACIO VEÏNS DEL MON SOLIDARIS","G25808734","Asociación/Fundación","1","12762","2025-12-15","LLEIDA","SUBVENCIONES DE LA LÍNEA 13.1- “CONVOCATORIA De ACCIONES PAR","cooperación al desarrollo"
"ASSOCIACIO LLEIDA PELS REFUGIATS","G25831066","Asociación/Fundación","1","12751","2025-12-15","LLEIDA","SUBVENCIONES DE LA LÍNEA 13.1- “CONVOCATORIA De ACCIONES PAR","cooperación al desarrollo"
"ASSOCIACIO DE SENEGALESOS HEBOLO SOUKABE BOUNDOU","G25825332","Asociación/Fundación","1","12458","2025-12-15","LLEIDA","SUBVENCIONES DE LA LÍNEA 13.1- “CONVOCATORIA De ACCIONES PAR","cooperación al desarrollo"
"ASSOCIACIO REINTEGRA PER A LA INTEGACIÓ I LA REINSERCIO LABORAL DE LES TERRES DE PONENT","G25476219","Asociación/Fundación","1","12044","2025-12-15","LLEIDA","SUBVENCIONES DE LA LÍNEA 13.1- “CONVOCATORIA De ACCIONES PAR","cooperación al desarrollo"
"GRUP CULTURAL GARRIGUES","G25208265","Asociación/Fundación","1","11394","2025-12-15","LLEIDA","SUBVENCIONES DE LA LÍNEA 13.1- “CONVOCATORIA De ACCIONES PAR","cooperación al desarrollo"
"ASSOCIACIO JUVENIL NDIATIGUIA JOVES UNITS","G25767948","Asociación/Fundación","1","10599","2025-12-15","LLEIDA","SUBVENCIONES DE LA LÍNEA 13.1- “CONVOCATORIA De ACCIONES PAR","cooperación al desarrollo"
"FUNDACIÓ JOSEP COMAPOSADA - SINDICALISTES SOLIDARIS","G59936336","Asociación/Fundación","1","9951","2025-12-15","LLEIDA","SUBVENCIONES DE LA LÍNEA 13.1- “CONVOCATORIA De ACCIONES PAR","cooperación al desarrollo"
"FUNDACIO LLEIDA SOLIDARIA","G25360884","Asociación/Fundación","1","9617","2025-12-15","LLEIDA","SUBVENCIONES DE LA LÍNEA 13.1- “CONVOCATORIA De ACCIONES PAR","cooperación al desarrollo"
"ASSOCIACIO CATALANA PER AL DESENVOLUPAMENT I LA COOPERACIO LLEIDA.CAT","G25642695","Asociación/Fundación","1","9605","2025-12-15","LLEIDA","SUBVENCIONES DE LA LÍNEA 13.1- “CONVOCATORIA De ACCIONES PAR","cooperación al desarrollo"
"ASSOCIACIO COLORS DE PONENT. COLECTIU LGTBIQ DE LLEIDA","G25806233","Asociación/Fundación","1","6796","2025-12-15","LLEIDA","SUBVENCIONES DE LA LÍNEA 13.1- “CONVOCATORIA De ACCIONES PAR","cooperación al desarrollo"
"ASSOCIACIO FRUITA AMB JUSTICIA SOCIAL","G16903361","Asociación/Fundación","1","5563","2025-12-15","LLEIDA","SUBVENCIONES DE LA LÍNEA 13.1- “CONVOCATORIA De ACCIONES PAR","cooperación al desarrollo"
"ASOCIACION UCRANIANA GIRASOL","G19376052","Asociación/Fundación","1","3480","2025-12-15","LLEIDA","SUBVENCIONES DE LA LÍNEA 13.1- “CONVOCATORIA De ACCIONES PAR","cooperación al desarrollo"
"MEDICUS MUNDI MEDITERRANEA","G59944314","Asociación/Fundación","1","3132","2025-12-15","LLEIDA","SUBVENCIONES DE LA LÍNEA 13.1- “CONVOCATORIA De ACCIONES PAR","cooperación al desarrollo"
"ASSOCIACIO ALPICAT SOLIDARI","G25585605","Asociación/Fundación","1","2724","2025-12-15","LLEIDA","SUBVENCIONES DE LA LÍNEA 13.1- “CONVOCATORIA De ACCIONES PAR","cooperación al desarrollo"
"CARITAS ESPAÑOLA","R2800560A","Entidad religiosa/social","1","100000","2025-12-11","MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN","Resolución de 28 de agosto de 2025 de la Dirección de la Age","cooperación al desarrollo"
"ASOCIACION DE TRABAJADORES INMIGRANTES MARROQUIES","G26212738","Asociación/Fundación","1","32965","2025-12-11","BURGOS","Convocatoria Municipal de Subvenciones para la financiación ","cooperación al desarrollo"
"ASOCIACION PROYECTO RUBARE BURGOS CON AFRICA","G09549973","Asociación/Fundación","1","31137","2025-12-11","BURGOS","Convocatoria Municipal de Subvenciones para la financiación ","cooperación al desarrollo"
"ASOCIACION ENTREPUEBLOS","G58544057","Asociación/Fundación","1","30635","2025-12-11","BURGOS","Convocatoria Municipal de Subvenciones para la financiación ","cooperación al desarrollo"
"ANVO-AFRICAM","G09410697","Asociación/Fundación","1","19061","2025-12-11","BURGOS","Convocatoria Municipal de Subvenciones para la financiación ","cooperación al desarrollo"
"FUNDACION INTERED","G80468564","Asociación/Fundación","1","16609","2025-12-11","BURGOS","Convocatoria Municipal de Subvenciones para la financiación ","cooperación al desarrollo"
"CARITAS DIOCESANA DE BURGOS","R0900068H","Entidad religiosa/social","1","16297","2025-12-11","BURGOS","Convocatoria Municipal de Subvenciones para la financiación ","cooperación al desarrollo"
